"group_name","parameter_name"
"other","Conditioning: Tone stimulus intensity ( dB; conditioned stimulus)"
"other","Conditioning: Tone stimulus frequency (Hz; conditioned stimulus)"
"weight","Conditioning: Length of time tone stimulus"
"other","Conditioning: Shock stimulus intensity (unconditioned stimulus)"
"weight","Conditioning: Length of time shock stimulus"
"weight","Conditioning: Length of time no stimulus"
"other","Conditioning: Total time"
"other","Context: Date and time"
"other","Context: Room acclimation time"
"other","Context: White house light level in arena"
"brain","Context: Olfactory cue"
"other","Context: Mouse arena shape"
"other","Context: Mouse arena dimension"
"other","Context: Mouse arena colour"
"other","Context: Mouse arena floor"
"other","Context: Total time"
"other","Cue: Date and time"
"other","Cue: White house light level in arena"
"brain","Cue: Olfactory cue"
"other","Cue: Mouse arena shape"
"other","Cue: Mouse arena dimension"
"other","Cue: Mouse arena colour"
"other","Cue: Mouse arena floor"
"weight","Cue: Length of time baseline"
"other","Cue: Tone stimulus intensity  (conditioned stimulus)"
"other","Cue: Tone stimulus frequency (Hz; conditioned stimulus)"
"functional_behavioral","Cue: tone response measurement time"
"weight","Cue: Length of time no stimulus"
"other","Cue: Total time"
"other","Mouse arenaID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"other","Tracking Method"
"other","Software"
"equipment","Sound generator manufacturer"
"other","Sound generator model"
"other","Sound-proof box dimension"
"other","Experimenter ID"
"other","Experimenter ID  day 2"
"other","Experimenter ID day 2 cue"
"equipment","Date equipment last calibrated (shock)"
"equipment","Date equipment last calibrated (tone)"
"other","Freeze definition"
"other","Conditioning: Near infra red light  arena"
"other","Context: Near infra red light  arena"
"other","Cue: Near infra red light  arena"
"other","Conditioning: Start time of baseline"
"other","Conditioning: Start time of each tone stimulus"
"other","Conditioning: Start time of each shock stimulus"
"other","Conditioning: Start time of no stimulus"
"other","Cue: Start time of baseline"
"other","Cue: Start time of each tone stimulus"
"other","Cue: Start time of no stimulus"
"other","Cue: arena rotation"
"other","Conditioning Tone Freeze Count"
"other","Conditioning Tone Freezing Time"
"other","Conditioning Tone % Freezing Time"
"other","Conditioning Tone Average Motion Index"
"other","Conditioning Tone Minimum Motion Index"
"other","Conditioning Tone Maximum Motion Index"
"other","Conditioning Shock Average Motion Index"
"other","Conditioning Shock Minimum Motion Index"
"other","Conditioning Shock Maximum Motion Index"
"other","Conditioning Post-shock Freeze Count"
"other","Conditioning Post-shock Freezing Time"
"other","Conditioning Post-shock % Freezing Time"
"other","Conditioning Post-shock Average Motion Index"
"other","Conditioning Post-shock Minimum Motion Index"
"other","Conditioning Post-shock Maximum Motion Index"
"other","Freeze definition (minimum motion index)"
"other","Difference in Context and Conditioning Baseline % Freezing"
"other","Difference in Cue Tone and Cue Baseline % Freezing"
"other","Difference in Conditioning Post-shock and Conditioning Baseline % Freezing"
"weight","Cue: Length of time tone stimulus"
"other","Placenta Development"
"other","Placenta Morphology"
"other","Placenta Vasculature"
"other","Placenta Size"
"other","Umbilical cord morphology"
"images","Comment on image"
"images","Images"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"other","Fixative"
"embryo_development","Time of Dissection"
"other","Somite Stage"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"equipment","Date equipment last calibrated"
"other","Pale placenta"
"weight","Body weight before experiment"
"weight","Body weight after experiment"
"other","Oxygen consumption"
"other","Carbon dioxide production"
"other","Heat production (metabolic rate)"
"functional_behavioral","Ambulatory activity  (no. of beam cuts)"
"functional_behavioral","Total activity  (no. of fine movement + no. of beam cuts)"
"other","Total food intake"
"other","Cumulative food intake"
"other","Acclimation to respirometry cages"
"other","Duration of test"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","Respiratory Exchange Ratio"
"other","Experimenter ID"
"equipment","Date equipment last calibrated"
"other","Total water intake"
"other","Cumulative water intake"
"equipment","Room temperature max"
"equipment","Room temperature min"
"equipment","Chamber temperature min"
"equipment","Chamber temperature max"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"other","Outer dimension of cage"
"other","Inner dimension of cage"
"other","Height from platform to lid assembly"
"other","Available space for mouse"
"other","Infrared beam setting on X axis"
"other","Infrared beam setting on Y axis"
"other","Infrared beam setting on Z axis"
"other","Beam strip placement on exterior of chamber"
"weight","Lightbeam wavelength"
"images","Scanning rate"
"other","Refractory period"
"other","Presence of bedding into the cage"
"other","Igloo in cage"
"equipment","Calibration method"
"other","Acclimation period"
"other","Adrenal gland - Descriptor PATO"
"other","Adrenal gland - MA term"
"pathology","Adrenal gland - MPATH pathological entity term"
"pathology","Adrenal gland - MPATH pathological process term"
"other","Bone - Descriptor PATO"
"other","Bone - MA term"
"pathology","Bone - MPATH pathological entity term"
"pathology","Bone - MPATH pathological process term"
"blood_hematology","Bone marrow - Descriptor PATO"
"blood_hematology","Bone marrow - MA term"
"blood_hematology","Bone marrow - MPATH pathological entity term"
"blood_hematology","Bone marrow - MPATH pathological process term"
"brain","Brain - Descriptor PATO"
"brain","Brain - MA term"
"brain","Brain - MPATH pathological entity term"
"brain","Brain - MPATH pathological process term"
"other","Brown adipose tissue - Descriptor PATO"
"other","Brown adipose tissue - MA term"
"pathology","Brown adipose tissue - MPATH pathological entity term"
"pathology","Brown adipose tissue - MPATH pathological process term"
"other","Ear - Descriptor PATO"
"other","Ear - MA term"
"pathology","Ear - MPATH pathological entity term"
"pathology","Ear - MPATH pathological process term"
"other","Epididymis - Descriptor PATO"
"other","Epididymis - MA term"
"pathology","Epididymis - MPATH pathological entity term"
"pathology","Epididymis - MPATH pathological process term"
"other","Esophagus - Descriptor PATO"
"other","Esophagus - MA term"
"pathology","Esophagus - MPATH pathological entity term"
"pathology","Esophagus - MPATH pathological process term"
"other","Eye - Descriptor PATO"
"other","Eye - MA term"
"pathology","Eye - MPATH pathological entity term"
"pathology","Eye - MPATH pathological process term"
"other","Femur - Descriptor PATO"
"other","Femur - MA term"
"pathology","Femur - MPATH pathological entity term"
"pathology","Femur - MPATH pathological process term"
"other","Gall bladder - Descriptor PATO"
"other","Gall bladder - MA term"
"pathology","Gall bladder - MPATH pathological entity term"
"pathology","Gall bladder - MPATH pathological process term"
"heart","Heart - Descriptor PATO"
"heart","Heart - MA term"
"heart","Heart - MPATH pathological entity term"
"heart","Heart - MPATH pathological process term"
"other","Kidney - Descriptor PATO"
"other","Kidney - MA term"
"pathology","Kidney - MPATH pathological entity term"
"pathology","Kidney - MPATH pathological process term"
"other","Knee joint - Descriptor PATO"
"other","Knee joint - MA term"
"pathology","Knee joint - MPATH pathological entity term"
"pathology","Knee joint - MPATH pathological process term"
"other","Large intestine - Descriptor PATO"
"other","Large intestine - MA term"
"pathology","Large intestine - MPATH pathological entity term"
"pathology","Large intestine - MPATH pathological process term"
"other","Liver - Descriptor PATO"
"other","Liver - MA term"
"pathology","Liver - MPATH pathological entity term"
"pathology","Liver - MPATH pathological process term"
"other","Lung - Descriptor PATO"
"other","Lung - MA term"
"pathology","Lung - MPATH pathological entity term"
"pathology","Lung - MPATH pathological process term"
"other","Lymph node - Descriptor PATO"
"other","Lymph node - MA term"
"pathology","Lymph node - MPATH pathological entity term"
"pathology","Lymph node - MPATH pathological process term"
"other","Mammary gland - Descriptor PATO"
"other","Mammary gland - MA term"
"pathology","Mammary gland - MPATH pathological entity term"
"pathology","Mammary gland - MPATH pathological process term"
"other","Nasal cavity - Descriptor PATO"
"other","Nasal cavity - MA term"
"pathology","Nasal cavity - MPATH pathological entity term"
"pathology","Nasal cavity - MPATH pathological process term"
"other","Ovary - Descriptor PATO"
"other","Ovary - MA term"
"pathology","Ovary - MPATH pathological entity term"
"pathology","Ovary - MPATH pathological process term"
"other","Pancreas - Descriptor PATO"
"other","Pancreas - MA term"
"pathology","Pancreas - MPATH pathological entity term"
"pathology","Pancreas - MPATH pathological process term"
"brain","Pituitary gland - Descriptor PATO"
"brain","Pituitary gland - MA term"
"brain","Pituitary gland - MPATH pathological entity term"
"brain","Pituitary gland - MPATH pathological process term"
"other","Prostate gland - Descriptor PATO"
"other","Prostate gland - MA term"
"pathology","Prostate gland - MPATH pathological entity term"
"pathology","Prostate gland - MPATH pathological process term"
"other","Salivary gland - Descriptor PATO"
"other","Salivary gland - MA term"
"pathology","Salivary gland - MPATH pathological entity term"
"pathology","Salivary gland - MPATH pathological process term"
"other","Sciatic nerve - Descriptor PATO"
"other","Sciatic nerve - MA term"
"pathology","Sciatic nerve - MPATH pathological entity term"
"pathology","Sciatic nerve - MPATH pathological process term"
"other","Seminal vesicle - Descriptor PATO"
"other","Seminal vesicle - MA term"
"pathology","Seminal vesicle - MPATH pathological entity term"
"pathology","Seminal vesicle - MPATH pathological process term"
"other","Skeletal muscle - Descriptor PATO"
"other","Skeletal muscle - MA term"
"pathology","Skeletal muscle - MPATH pathological entity term"
"pathology","Skeletal muscle - MPATH pathological process term"
"other","Skin - Descriptor PATO"
"other","Skin - MA term"
"pathology","Skin - MPATH pathological entity term"
"pathology","Skin - MPATH pathological process term"
"other","Small intestine - Descriptor PATO"
"other","Small intestine - MA term"
"pathology","Small intestine - MPATH pathological entity term"
"pathology","Small intestine - MPATH pathological process term"
"brain","Spinal cord - Descriptor PATO"
"brain","Spinal cord - MA term"
"brain","Spinal cord - MPATH pathological entity term"
"brain","Spinal cord - MPATH pathological process term"
"other","Spleen - Descriptor PATO"
"other","Spleen - MA term"
"pathology","Spleen - MPATH pathological entity term"
"pathology","Spleen - MPATH pathological process term"
"other","Sternum - Descriptor PATO"
"other","Sternum - MA term"
"pathology","Sternum - MPATH pathological entity term"
"pathology","Sternum - MPATH pathological process term"
"other","Stomach - Descriptor PATO"
"other","Stomach - MA term"
"pathology","Stomach - MPATH pathological entity term"
"pathology","Stomach - MPATH pathological process term"
"other","Testis - Descriptor PATO"
"other","Testis - MA term"
"pathology","Testis - MPATH pathological entity term"
"pathology","Testis - MPATH pathological process term"
"other","Thymus - Descriptor PATO"
"other","Thymus - MA term"
"pathology","Thymus - MPATH pathological entity term"
"pathology","Thymus - MPATH pathological process term"
"other","Thyroid - Descriptor PATO"
"other","Thyroid - MA term"
"pathology","Thyroid - MPATH pathological entity term"
"pathology","Thyroid - MPATH pathological process term"
"other","Tibia - Descriptor PATO"
